Indicator_cases,Country,Date,cases,Indicator_deaths,deaths
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-17,3790.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2524.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-18,3786.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2524.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-19,3786.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2524.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-20,3792.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2526.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-21,3795.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2526.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-24,3790.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2527.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-25,3792.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2527.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-26,3792.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2527.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-27,3797.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2528.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-28,3797.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2528.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-08-31,3790.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2528.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-01,3792.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2529.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-02,3792.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2529.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-03,3792.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2529.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-04,3792.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2529.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-07,3793.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2530.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-08,3792.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2530.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-09,3792.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2530.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-10,3791.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2530.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-11,3791.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2530.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-14,3793.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2530.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-15,3792.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2530.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-16,3792.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2530.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-17,3794.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2530.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-18,3794.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2531.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-21,3797.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2532.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-22,3800.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2532.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-23,3800.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2532.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-24,3801.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2533.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-25,3797.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2533.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-28,3805.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2533.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-29,3805.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2533.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-09-30,3805.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2533.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-01,3808.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2533.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-02,3809.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2533.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-05,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2534.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-06,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2534.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-07,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2534.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-08,3799.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2534.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-09,3800.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2534.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-13,3800.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2534.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-15,3802.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2534.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-16,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2535.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-20,3803.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2535.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-22,3801.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2535.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-23,3801.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2535.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-26,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2535.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-27,3806.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2535.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-29,3808.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-10-30,3808.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-03,3810.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-05,3805.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-06,3805.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-10,3805.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-11,3805.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-12,3805.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-16,3805.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-17,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-20,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-24,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-11-26,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-12-01,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-12-02,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-12-03,3805.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-12-09,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-12-10,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-12-11,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-12-15,3807.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-12-16,3807.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-12-17,3805.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-12-22,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-12-23,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2015-12-29,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Guinea,2016-03-23,3804.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",2536.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-05-14,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-05-15,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-05-18,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-05-19,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
"Cumulative number of confirmed, probable and suspected Ebola cases",Italy,2015-05-20,1.0,"Cumulative number of confirmed, probable and suspected Ebola deaths",0.0
